subj,group,trial,highcue_indx,img_rate,exp_rate,val_type,cue_observed_std,cue_value_1,cue_value_2,cue_value_3,cue_value_4,cue_value_5,cue_value_6,cue_value_7,cue_value_8,cue_value_9,cue_value_10,cue_deviation_from_norm,cue_observed_mean,Image,Theme,Category,Pair,Half,Source,Valence_mean,Valence_SD,Valence_N,Arousal_mean,Arousal_SD,Arousal_N,Valence_mean_men,Valence_SD_men,Valence_N_men,Valence_mean_women,Valence_SD_women,Valence_N_women,Arousal_mean_men,Arousal_SD_men,Arousal_N_men,Arousal_mean_women,Arousal_SD_women,Arousal_N_women,Valence_gender_difference
3,1,11,1,95,75,1,5.02448482240447,98.7325579402469,91.8659479699265,90.449733929612,97.287588839999,84.5842339789002,99.2713886247003,97.591115742536,90.7045201044764,99.5171879086986,97.4238914764368,8.47738455278779,94.7428166515533,32,Baby_1,Person,5,1,Pixabay,86.2654320987655,16.5617733021013,108,51.4423076923077,29.4786208639835,104,83.0409356666667,17.3923069833333,57,89.86928105,14.9363209,51,45.5782313,32.234584,49,56.6666666666667,25.9787821,55,6.82834538333333
3,1,12,1,50,60,2,8.5077569886466,79.6779846784772,71.1267257555292,75.7320021433359,69.8133821696861,64.3125144675004,61.86043524067,60.3819808918236,59.6604808339618,69.6693558905221,51.0110962446881,10.1154455048221,66.3245958316194,832,Thunderstorm_8,Scene,29,1,Pixabay,56.2091503267973,22.72928264332,102,62.3762376237623,30.7004764120232,101,60.2272727333333,21.6311304,44,53.1609195333333,23.2489905333333,58,62.0567375833333,28.3827632833333,47,62.8205128166667,33.1063159333333,52,7.0663532
3,1,13,1,30,50,2,9.11028209417677,52.3624677238031,36.2019340665962,50.7250308061128,43.1197773672916,55.5575390678661,65.2096065535268,34.2567099031001,45.1220302993881,45.1178352047974,48.4813530225784,7.09255258451256,47.6154284015061,265,Dog_15,Animal,15,1,Wikipedia,40.5228758169935,29.0583612821623,102,48.8448844884488,30.2082977694112,101,41.85185185,28.1191149166667,45,40.1785714333333,29.7764034,56,46.59863945,31.3617616,49,50.9615384666667,29.22630905,52,1.67328041666665
3,1,14,1,45,35,3,9.086316297981,36.0720605204618,27.4946350327296,35.3434077793961,49.921385594271,40.0137916731572,32.5109661587594,41.8966743355235,44.6788438490885,17.6059787925808,36.2934368590166,11.1831180594985,36.1831180594985,17,Angry_face_3,Person,3,1,Wikipedia,25,17.667943163299,102,44.3894389438943,29.8400576893593,101,25.9259259333333,16.1102403166667,45,24.70238095,18.8001373833333,56,47.6190476166667,30.0462606333333,49,41.34615385,29.6108354333333,52,1.22354498333333
3,1,15,1,95,80,1,6.68579735046483,99.1703877016231,92.0889219190208,93.4589085588395,96.8822253969511,77.3622775957334,98.503660328551,87.8343693774234,94.313249246441,98.4507759209394,88.9964199000329,14.6196998414691,92.7061195945555,531,Nude_couple_5,Person,24,1,Wikipedia,78.0864197530865,22.5166545201455,108,72.4358974358975,21.5085380765413,104,78.0701754333333,21.3989631166667,57,78.1045751666667,23.9188898166667,51,70.0680272166667,20.4066278666667,49,74.54545455,22.4191610166667,55,0.0343997333333233
3,1,16,-1,0,10,3,8.30371054168514,9.01319853972085,14.7037990972911,18.2602433478059,4.84912078503154,1.60980777918623,12.7166347753635,23.0352137467164,0.511883157934652,13.5718820900008,24.2453083647827,-8.82672220416564,12.2517091683834,167,Cockroach_2,Animal,12,1,Pixabay,21.078431372549,21.613475020587,102,51.8151815181518,36.1248598689332,101,22.34848485,20.9414039833333,44,20.1149425333333,22.2423784333333,58,40.78014185,33.1167803833333,47,63.4615384666667,35.2455534333333,52,2.23354231666665
3,1,17,-1,70,70,1,12.2491296828559,71.8504116759742,66.707208935711,57.2050647984334,58.6502226429847,53.6351949953755,66.0324578521494,89.0273119147736,70.7204642924419,86.9879475160343,57.517029209296,-13.4938291105098,67.8333313833174,814,Sunset_5,Scene,28,1,Pixabay,81.3271604938272,18.7509214162788,108,42.3076923076923,31.4108279555587,104,80.1169590666667,20.0293922166667,57,82.6797385666667,17.3079250666667,51,42.85714285,28.6663436666667,49,41.8181818166667,33.9257127333333,55,2.56277949999998
3,1,18,1,100,90,1,8.11057396652618,87.2445995403149,97.6630704433147,77.2173849241328,77.861226284189,97.5176061699143,97.0872474212608,95.8159978524444,93.8145769904923,96.7862646801752,96.7269436423479,12.0349297033553,91.7734917948587,875,Wedding_2,Person,31,1,Pixabay,79.7385620915033,19.4290691816433,102,47.3597359735973,27.1551788867987,101,74.44444445,22.0765427,45,84.2261904833333,16.0238593666667,56,45.91836735,25.5790831333333,49,48.7179487166667,28.7438832833333,52,9.78174603333332
3,1,19,-1,40,20,2,14.0861747304729,36.3267349971155,17.7890367056094,49.5183903713742,21.8468532887531,4.44347063395829,37.9672129498419,35.2695257738958,26.6661356832598,35.2717292396352,49.6926235616279,-15.3855151481397,31.4791713205071,728,Shark_3,Animal,26,1,Pixabay,46.8646864686468,20.3733037858545,101,55.663430420712,27.3715457086095,103,46.2643678166667,20.9527230333333,58,47.6744186,19.7810085166667,43,57.4829932,27.4412724166667,49,53.7735849,27.66587685,53,1.41005078333333
3,1,20,-1,15,5,3,9.64682360279084,9.64447096037426,2.2665914677457,6.84237446869407,1.29587397872175,0.561374059603281,2.46705913467629,2.90931950117912,31.3748637005443,12.281817328885,17.1501390302836,-10.2748600029423,8.67938836307073,309,Feces_1,Object,16,1,Wikipedia,18.954248366013,17.2408065593113,102,34.4884488448845,32.4257635687165,101,20.0757575833333,19.21574285,44,18.1034482833333,15.6983264666667,58,31.5602836833333,29.1245125166667,47,38.1410256333333,35.2915862666667,52,1.9723093
3,1,21,-1,20,15,3,14.7703915719596,10.4216918760382,1.81488460996588,39.7353676907439,38.9415488622936,2.88287566457821,29.9285535208396,11.9318611329409,8.14463343440655,3.25651240138188,10.0341053187818,-12.9945002525066,15.709203451197,22,Animal_carcass_1,Animal,4,1,Wikipedia,28.7037037037037,20.6127995266717,108,46.1538461538462,34.2299137733317,104,32.7485380166667,22.0400321833333,57,24.1830065333333,18.0473837666667,51,41.1564625833333,33.5241139,49,50.6060606,34.5404332166667,55,8.56553148333333
3,1,22,-1,80,75,1,9.94626051375423,51.610141931649,69.688395380808,50.4256009106036,66.3478163619547,57.1830964257286,82.9928561413402,60.1534655027062,65.7214744292828,73.3373618035311,65.9268457243791,-17.3444628556333,64.3387054611983,252,Dog_2,Animal,14,1,Pixabay,81.6831683168317,17.2409316735638,101,56.6343042071197,27.2505327470102,103,78.4482758666667,17.6628101,58,86.0465116333333,15.82402925,43,54.4217687,25.6344292,49,58.4905660333333,28.9825031,53,7.59823576666667
3,1,23,1,60,70,1,10.9248335822987,78.974687141115,65.1078240410344,81.1123103825161,99.0215533414821,90.5961349914496,72.1837432666225,96.8599413577472,84.0968684469445,94.3409351472611,87.4802737535066,12.6008839770914,84.9774271869679,355,Food_2,Object,18,1,Pixabay,72.3765432098765,21.636335951861,108,32.6923076923077,31.6673545252388,104,72.5146198833333,19.0267220333333,57,72.2222222166667,24.4191788666667,51,34.01360545,31.9068348,49,31.5151515166667,31.6995812166667,55,0.292397666666665
3,1,24,-1,75,45,1,12.859224015223,21.0382707883492,35.6637230674708,66.7349380071543,45.8865137555469,40.96726184148,51.2834307330681,54.8052435054078,39.6231533185068,51.6744335042507,33.3176789358125,-17.3384437510273,44.0994647457047,1,Acorns_1,Object,1,1,Pixabay,61.437908496732,15.9033785280866,102,22.4422442244225,26.712007658267,101,61.1111111166667,15.89104315,45,61.9047619,16.1164592833333,56,20.7482993166667,26.2490326666667,49,24.0384615333333,27.2991699333333,52,0.793650783333325
3,1,25,-1,35,20,2,13.2957416038033,23.4136956952027,24.0876191525494,33.5862143932172,53.74639694175,38.3449975312734,20.7534960500479,11.8037229967636,22.2427949742553,48.8155175812949,37.4708331581295,-13.2929430997461,31.4265288474484,246,Doctor_5,Person,13,1,Pixabay,44.7194719471945,17.627423878924,101,44.0129449838188,28.9480009480638,103,46.5517241333333,17.5936981166667,58,42.2480620166667,17.5740448666667,43,42.85714285,28.4637521333333,49,45.2830188666667,29.8460004833333,53,4.30366211666667
3,1,26,1,65,40,3,12.0852426887356,31.6927908647312,59.9274527217076,34.512777003586,43.952413760799,36.1917093767065,44.2284181137295,36.3811149138537,35.7184064564748,35.7157691378083,68.1130395262194,11.5976375535746,42.6433891875616,414,Gun_4,Object,21,1,Pixabay,31.045751633987,24.264677284705,102,48.1848184818482,29.240477091697,101,34.8148148166667,26.0686308166667,45,28.5714285666667,22.40902725,56,50,30.6186217833333,49,46.4743589666667,28.0709765,52,6.24338625
3,1,27,-1,50,30,2,12.373919233882,17.5854635546627,52.9239045048791,35.5828859686214,47.4177632413883,53.0558142997786,23.874997623731,49.6276412540459,38.0158624424137,28.9640005943507,40.6154313034774,-15.5546111755861,38.7663764787349,50,Bark_2,Object,7,1,Pixabay,54.320987654321,14.297384893729,108,18.5897435897437,24.2812196648475,104,53.8011695833333,15.1112094,57,54.9019607833333,13.4553242833333,51,19.72789115,24.4555221166667,49,17.5757575833333,24.3047739166667,55,1.1007912
3,1,28,1,40,80,1,7.67250981035808,77.2920297142739,81.9590301949966,83.075238517248,74.8028111185863,87.0971054365907,81.9568295604328,93.2307731752964,94.9774191796613,72.6427747634402,75.139033669716,17.1846247944621,82.2173045330242,44,Bar_1,Scene,6,1,Pixabay,65.0326797385622,19.6937224982788,102,40.924092409241,26.7212724741967,101,67.8030303,17.0110646666667,44,62.9310344833333,21.4128414833333,58,45.74468085,26.5732251333333,47,36.2179487166667,26.7566199,52,4.87199581666665
3,1,29,1,45,50,3,12.6018781753049,59.9230677400508,71.0895222555361,62.5748308579169,47.4274948766898,49.9076043877078,66.2152349245446,34.3416345584947,44.5689561254311,38.2000159756145,63.7373812276248,19.6936360213561,53.7985742929611,711,Scared_face_3,Person,25,1,Pixabay,34.104938271605,21.5428114971747,108,51.9230769230768,28.9428716314112,104,36.5497076,23.2393081166667,57,31.3725490166667,19.3353616166667,51,50,28.4637521333333,49,53.6363636333333,29.5178869333333,55,5.17715858333333
3,1,30,-1,30,20,3,6.71322949120775,10.0321520049852,18.539761474642,25.3257812662833,28.4726361026425,19.9890153505639,12.7638737732223,20.7564453471601,20.8198014568222,10.793763364039,9.0079023938129,-20.3036821261207,17.6501132534174,407,Graveyard_2,Scene,20,1,Wikipedia,37.953795379538,19.0202833080297,101,42.8802588996763,29.9420229307777,103,39.9425287333333,19.4814989833333,58,35.2713178333333,18.26078805,43,42.17687075,29.48281845,49,43.3962264166667,30.8947106833333,53,4.6712109
3,1,31,-1,10,5,3,5.94483809237745,11.59460799946,17.3190707944099,15.4426075900203,9.21409222653606,1.90698714892321,1.89905135648146,2.59592159241184,1.96778585817752,5.74448294240509,12.0520012514414,-14.5753587318165,7.97366087602668,362,Frustrated_pose_1,Person,19,1,Wikipedia,22.5490196078432,17.1781352993463,102,54.1254125412542,30.1298984578128,101,27.4074074,20.4604680333333,45,19.04761905,12.8819705833333,56,56.1224489833333,30.3707563666667,49,52.24358975,30.0741361,52,8.35978834999998
3,1,32,1,60,70,1,10.6881117869393,93.3855297124897,73.0679177434574,98.476338375363,76.7674531548543,83.7813336880221,80.6716975303718,96.624522656535,68.6596407198202,96.1239660852355,80.491701673914,8.72476322042612,84.8050101340063,895,Yoga_1,Person,32,1,Pixabay,76.0802469135802,17.6902429162188,108,41.1858974358975,26.9800288488373,104,76.6081871333333,19.1225291833333,57,75.4901960833333,16.10829365,51,43.5374149666667,26.9636944166667,49,39.0909090833333,27.0683827333333,55,1.11799104999999
3,1,33,-1,65,55,1,11.4113715782846,58.6973124720443,53.1198951680285,58.9285556958168,54.2311667264435,58.0051465429673,82.2770957862949,66.3263288654602,56.1539330748793,82.3201954741003,75.6172206220297,-17.8397223646009,64.5676850428065,349,Flowers_6,Object,17,2,Pixabay,82.4074074074073,15.2571133731267,108,33.4935897435897,27.7233201976515,104,79.2397660833333,15.8366856666667,57,85.9477124166667,13.8934633,51,29.5918367333333,25.0613382,49,36.9696969666667,29.69164385,55,6.70794633333332
3,1,34,-1,45,35,1,10.2451388222034,53.1202021641687,42.3025514302095,56.5165576578978,41.1236181582066,39.5026139232174,41.6003333420392,43.3734511203896,54.8375333371521,59.2443063272899,25.3886202406014,-16.8402753552953,45.7009787701172,45,Bar_2,Scene,6,2,Pixabay,62.5412541254125,17.0629456545885,101,46.4401294498382,29.0227997517418,103,62.6436781666667,16.3151064333333,58,62.4031007833333,18.218625,43,52.0408163333333,27.1383315666667,49,41.19496855,30.2418622166667,53,0.240577383333325
3,1,35,1,40,65,2,11.0043310287971,52.0692822185983,40.604840041843,71.5200990392907,76.2189553649877,49.9003280852671,67.6401559579576,63.9753331870773,62.0806477776374,68.3134745876527,66.3440229427259,17.2588707830489,61.8667139203038,250,Doctor_9,Person,13,2,Pixabay,44.6078431372548,19.9230870806267,102,51.8151815181518,24.9333545119128,101,45.0757575833333,15.0706970666667,44,44.2528735666667,23.0584738833333,58,49.6453900666667,23.9487581166667,47,55.1282051333333,25.0355872,52,0.822884016666665
3,1,36,1,50,60,2,11.119904822152,62.6014796072215,51.3299333737899,77.5633748882428,48.2378331338442,58.9594338517959,55.9595850153551,71.7494724128772,73.9431556319815,75.2206974375495,76.5617905611015,18.3479891227291,65.2126755913759,732,Shark_7,Animal,26,2,Wikipedia,46.8646864686468,19.8204259522467,101,54.6925566343042,27.6550369021177,103,45.40229885,19.4448045333333,58,48.8372093,20.37847865,43,58.5034013666667,27.0293155666667,49,50.6289308166667,27.9197308166667,53,3.43491045
3,1,37,-1,60,50,1,7.09976206137491,44.9042824310004,65.7094363520501,61.6058215659802,54.1381456538781,63.6258720115051,57.8205152533207,47.0387683718555,52.0940848304057,50.2264268121787,50.9963095639517,-20.0206350225769,54.8159662846126,897,Yoga_3,Person,32,2,Pixabay,74.8366013071895,15.8626353906228,102,44.059405940594,24.5610530012957,101,71.5909090833333,14.63577855,44,77.2988505666667,16.4305721833333,58,51.0638297833333,20.3840705,47,37.1794871833333,26.5305727833333,52,5.70794148333333
3,1,38,-1,35,20,3,10.0897344899014,18.928462061845,22.7918313771432,9.01299117331137,2.36551389276014,8.1651937686379,27.5570575646255,30.5461547948827,3.86389951078731,24.5538562982827,15.1731980817388,-17.5325669858824,16.2958158524015,713,Scared_face_5,Person,25,2,Flickr/Dee Teal,33.8283828382838,16.74240218138,101,44.9838187702265,30.9468367895393,103,37.0689655166667,17.1119190166667,58,29.4573643333333,15.3604011,43,39.7959183666667,30.3940796166667,49,49.6855345833333,31.2644096833333,53,7.61160118333333
3,1,39,-1,70,60,1,8.48888878463877,64.4731108074072,78.653849496894,59.1282350280553,59.2707213276391,70.8783753758501,48.2680566586416,65.8613253743517,59.6775123247608,54.5100107499402,64.9722175477077,-26.1561487269537,62.5693414691248,60,Beach_2,Scene,8,2,Pixabay,88.7254901960785,15.5856984855373,102,52.3102310231023,31.0939171409508,101,84.8148148166667,17.7034430833333,45,91.6666666666667,13.1040898833333,56,50.34013605,28.7650516,49,54.1666666666667,33.3129022333333,52,6.85185185
3,1,40,-1,60,15,3,11.6190065678053,18.4139711034911,14.2552878174937,43.5756810762176,15.9225574363048,7.55417212175948,26.1913532508308,25.1460824326397,6.91082740984088,16.5540837141929,4.20846248039265,-13.479887429215,17.8732478843164,417,Gun_7,Object,21,2,Pixabay,31.3531353135313,26.064783469151,101,50.3236245954693,31.5693881231815,103,38.5057471333333,26.3443415666667,58,21.70542635,22.5769945833333,43,53.40136055,30.0423296666667,49,47.4842767333333,33.2364339,53,16.8003207833333
3,1,41,1,30,40,3,14.0873146184683,40.5727042580782,41.1647467798668,69.4704765074558,52.8392259363971,31.1327671735399,28.0600283097381,36.5824283178469,48.9370396622661,66.7843155451813,37.7598032212002,13.6471852543254,45.330353571157,771,Snake_5,Animal,27,2,Wikipedia,31.6831683168317,22.4233200157348,101,56.6343042071197,30.9032334173865,103,34.4827586166667,19.9565973833333,58,27.90697675,25.1242758333333,43,59.8639455833333,30.9790788333333,49,53.4591195,31.0703796,53,6.57578186666667
3,1,42,-1,70,55,1,13.2843425129794,56.2943841871215,39.7936983366792,72.4096604762912,65.2284188582319,68.6076408573717,66.9030297204299,34.0032566498261,71.4480393733415,57.584547137834,51.178286161615,-13.3869299679166,58.3450961758742,356,Food_3,Object,18,2,Pixabay,71.7320261437908,17.2008800153318,102,30.6930693069307,27.7621518205518,101,69.6969697,14.047137,44,73.2758620666667,19.22972215,58,31.9148936166667,25.7331595,47,29.4871794833333,29.44944795,52,3.57889236666667
3,1,43,1,0,40,3,14.7884182214584,29.3268690787152,47.3950150315375,56.9109030753694,46.5626943126461,55.8445023852276,28.3713098558788,16.896649036567,30.1304473992875,22.097077846269,21.7666842252041,14.1249864665002,35.5302152246702,169,Cockroach_4,Animal,12,2,Pixabay,21.40522875817,20.6305245266905,102,49.009900990099,34.7867936450202,101,22.7272727333333,18.7086008333333,44,20.40229885,22.08505255,58,39.3617021333333,32.49405965,47,59.2948718,34.0468505833333,52,2.32497388333332
3,1,44,1,25,30,3,7.07984736922119,38.0676992770011,24.9708821336259,31.8923670165265,41.1715021836617,43.7724788299437,33.2229726942501,39.3632383240114,42.1172978385331,38.279569196331,50.6569879933649,9.18483288205828,38.351499548725,24,Animal_carcass_3,Animal,4,2,Wikipedia,29.1666666666667,22.6862889227892,108,57.051282051282,33.7907377449493,104,34.5029239833333,23.9583900833333,57,23.2026143833333,19.7423491166667,51,48.2993197333333,33.2019804333333,49,64.84848485,32.6587177333333,55,11.3003096
3,1,45,1,20,30,3,14.2363093451753,19.555182366705,35.4478915652478,47.6792258748427,49.6357830987926,24.0393378233433,35.9986314693415,18.7299487942536,35.6285539390178,10.6553604721946,10.0350172133508,11.9104279022318,28.740493261709,310,Feces_2,Object,16,2,Wikipedia,16.8300653594772,17.1537886328978,102,42.079207920792,34.285894362773,101,20.3703703666667,17.7272007833333,45,14.2857142833333,16.3387657666667,56,35.7142857166667,35.3553390666667,49,48.0769230833333,32.44802215,52,6.08465608333333
3,1,46,1,70,65,2,10.7743955909569,56.5516371691214,45.8856143562458,73.1294713615925,68.1180244079997,78.8218170509662,70.8772488520812,74.8802935058019,55.7792769188149,77.4132978380915,66.9709020575455,12.882362312222,66.842758351826,52,Bark_4,Object,7,2,Pixabay,53.960396039604,12.2810863732917,101,20.7119741100323,25.0778764630252,103,54.3103448333333,13.08256315,58,53.4883721,11.2441281166667,43,22.78911565,25.6159938,49,19.1823899333333,24.7630278333333,53,0.821972733333323
3,1,47,1,50,60,2,7.28770856347909,56.6369763588494,77.5929230786089,73.0150858813463,62.1253005509698,67.5407972180503,59.9260822263678,54.4329073224536,66.7571637424147,61.1476099992474,59.7645044803123,12.9135429289994,63.8939350858621,861,Wall_3,Object,30,2,Pixabay,50.9803921568627,7.71591636173152,102,13.5313531353135,21.6939406910378,101,50.75757575,5.02518908333333,44,51.1494252833333,9.29381198333333,58,15.6028368833333,22.0901357666667,47,11.5384615333333,21.52630795,52,0.391849533333325
3,1,48,-1,50,60,1,16.2638559398709,67.0358315449092,57.2452362208638,58.9955337917855,82.2553908957536,36.3046758385521,53.8734657454973,47.9937168424188,86.5738258391574,59.8170063293777,81.9164285614907,-12.9426796886926,63.2011111609806,81,Birthday_3,Scene,10,2,Pixabay,76.1437908496732,17.4738219921725,102,40.4290429042905,25.314305864632,101,72.2222222166667,17.7667263666667,45,79.4642857166667,16.8148177333333,56,39.4557823166667,25.1601071166667,49,41.34615385,25.6697614166667,52,7.24206349999998
3,1,49,-1,80,65,1,12.6993406666872,68.4880408116049,67.12537138521,52.6681980129582,53.8828705626104,65.5786371864839,59.1341583773856,90.5259221296922,53.0751239028111,82.6375088595595,71.3617403807768,-13.2908049305941,66.4477571609093,876,Wedding_3,Person,31,2,Pixabay,79.7385620915033,21.5753917726927,102,51.8151815181518,27.172391022569,101,70.7407407333333,25.1649998333333,45,87.20238095,14.9040945666667,56,45.91836735,26.2490326666667,49,57.3717948666667,27.0989194,52,16.4616402166667
3,1,50,1,30,20,3,9.80970809202363,31.8884098641673,23.7962303398574,27.1391148390354,27.9490819099799,20.1134086414067,53.6525443227675,26.3618099458137,21.6631968372703,36.0617615993548,36.0983523111346,7.94152686354792,30.4723910610788,364,Frustrated_pose_3,Person,19,2,Pixabay,22.5308641975308,14.8223847049912,108,42.6282051282052,29.7260889084942,104,24.26900585,15.4528775,57,20.5882353,13.97944335,51,37.7551020333333,26.95493285,49,46.9696969666667,31.60502595,55,3.68077055
3,1,51,1,45,45,3,13.3970069893957,34.0768921957276,44.6800851967321,53.0543806161086,65.2276772764148,46.1203697352555,60.9722578850506,31.3302214489695,45.4763287903385,52.2226577379664,22.0019508489398,8.63356612376767,45.5162821731503,409,Graveyard_4,Scene,20,2,Wikipedia,36.8827160493827,21.3815321373767,108,43.75,27.693372302257,104,37.71929825,23.2580238333333,57,35.9477124166667,19.2563262333333,51,41.4965986333333,26.1588914833333,49,45.75757575,29.0837767166667,55,1.77158583333332
3,1,52,-1,70,30,2,11.25243543167,45.3922546078811,35.4966286565322,29.8029320025097,56.4838341333423,46.2067024108769,33.9842105381512,38.476136286081,25.9564898955002,30.487256444015,58.7043482758725,-16.00653123598,40.0990793250762,834,Thunderstorm_10,Scene,29,2,Pixabay,56.1056105610562,19.8218135000065,101,56.7961165048543,28.1449807460873,103,54.8850574666667,17.93659525,58,57.7519379833333,22.226836,43,58.1632653,25.2584898166667,49,55.34591195,30.96965445,53,2.86688051666665
3,1,53,1,85,90,1,6.06326285103179,99.2495971585065,98.710845651836,84.9819155883851,97.5869493302053,87.2497332961238,85.356580656541,98.6043718265158,96.8807144590146,96.7956775035835,99.6481505024764,14.2595400170719,94.5064535973188,815,Sunset_6,Scene,28,2,Pixabay,80.2469135802468,17.3755997002595,108,38.7820512820513,30.8493842322622,104,78.6549707666667,17.1808731,57,82.0261437833333,17.5888655666667,51,39.1156462666667,28.97776535,49,38.4848484833333,32.6902043,55,3.37117301666665
