Image,Theme,Category,Source,Valence_mean,Valence_SD,Valence_N,Arousal_mean,Arousal_SD,Arousal_N,...1,Valence_mean_men,Valence_SD_men,Valence_N_men,Valence_mean_women,Valence_SD_women,Valence_N_women,Arousal_mean_men,Arousal_SD_men,Arousal_N_men,Arousal_mean_women,Arousal_SD_women,Arousal_N_women
I789,Soldiers 8,Person,Pixabay,2.50925925925926,1.20354127295571,108,3.93269230769231,1.77503957607691,104,I789,2.614035088,1.191553397,57,2.392156863,1.217841227,51,3.346938776,1.702339327,49,4.454545455,1.686747712,55
I17,Angry face 3,Person,Wikipedia,2.5,1.06007658979794,102,3.66336633663366,1.79040346136156,101,I17,2.555555556,0.966614419,45,2.482142857,1.128008243,56,3.857142857,1.802775638,49,3.480769231,1.776650126,52
I305,Explosion 4,Scene,Pixabay,2.5,1.33605640935253,108,4.30769230769231,2.03406390806095,104,I305,2.649122807,1.407774689,57,2.333333333,1.24365054,51,4.1632653060000004,1.806780502,49,4.436363636,2.225805192,55
I18,Angry face 4,Person,Flickr/Jan Tik,2.49019607843137,1.14100093316764,102,3.87128712871287,1.85829688874859,101,I18,2.511111111,1.198905225,45,2.5,1.095445115,56,3.795918367,1.978842168,49,3.942307692,1.753578543,52
I645,Pollution 1,Scene,Pixabay,2.47524752475248,1.33112027560203,101,3.62135922330097,1.85301294057241,103,I645,2.844827586,1.436390751,58,1.976744186,0.987743269,43,3.87755102,1.72762666,49,3.358490566,1.952260422,53
I327,Fire 10,Scene,Pixabay,2.47058823529412,1.19988351210961,102,4.66336633663366,1.73365064371558,101,I327,2.909090909,1.177663864,44,2.137931034,1.115257438,58,4.659574468,1.521963774,47,4.769230769,1.86416553,52
I366,Frustrated pose 5,Person,Wikipedia,2.46078431372549,0.991763791618431,102,3.74257425742574,1.70677160362208,101,I366,2.533333333,1.17936809,45,2.428571429,0.805822964,56,3.591836735,1.682240165,49,3.884615385,1.733791563,52
I868,War 5,Scene,Pixabay,2.45544554455446,1.45275429770658,101,4.38834951456311,2.16130411661225,103,I868,2.74137931,1.62826293,58,2.069767442,1.07781412,43,4.469387755,2.132115937,49,4.320754717,2.225495493,53
I168,Cockroach 3,Animal,Pixabay,2.45098039215686,1.30973091469914,102,3.94059405940594,2.06795445877426,101,I168,2.454545455,1.130024603,44,2.448275862,1.440911186,58,3.361702128,1.881552688,47,4.557692308,2.061918596,52
I644,Police 5,Person,Pixabay,2.43137254901961,1.2388896651467,102,4.03960396039604,1.77155746211749,101,I644,2.333333333,1.206045378,45,2.535714286,1.264397603,56,4.040816327,1.813826339,49,4.038461538,1.748518011,52
I425,Hangover 1,Person,Pixabay,2.41584158415842,0.930240041415905,101,3.3495145631068,1.75291766785438,103,I425,2.551724138,0.976431271,58,2.23255814,0.840555635,43,3.285714286,1.848422751,49,3.396226415,1.690921718,53
I27,Animal carcass 6,Animal,Wikipedia,2.39814814814815,1.47210710966729,108,4.72115384615385,2.17423898423508,104,I27,2.736842105,1.506252632,57,2.019607843,1.348928405,51,4.12244898,2.107848954,49,5.254545455,2.110100768,55
I641,Police 2,Person,Pixabay,2.38888888888889,1.25923380749226,108,4.56730769230769,1.75579165381054,104,I641,2.526315789,1.269213243,57,2.235294118,1.242388591,51,4.081632653,1.656260028,49,5,1.742709682,55
I770,Snake 4,Animal,Wikipedia,2.37254901960784,1.26586227511269,102,4.8019801980198,1.92883281795078,101,I770,2.688888889,1.443200708,45,2.142857143,1.051899951,56,4.775510204,1.971307795,49,4.826923077,1.90686226,52
I341,Flood 1,Scene,Pixabay,2.36274509803922,1.04160211409379,102,4.12871287128713,1.7126784072711,101,I341,2.555555556,1.289036912,45,2.232142857,0.762557215,56,4.224489796,1.770890855,49,4.038461538,1.66817428,52
I342,Flood 2,Scene,Pixabay,2.35643564356436,1.10076481062797,101,3.85436893203884,1.79546141860302,103,I342,2.586206897,1.108729046,58,2.046511628,1.022450101,43,3.693877551,1.722450793,49,3.981132075,1.875864581,53
I362,Frustrated pose 1,Person,Wikipedia,2.35294117647059,1.03068811796078,102,4.24752475247525,1.80779390746877,101,I362,2.644444444,1.227628082,45,2.142857143,0.772918235,56,4.367346939,1.822245382,49,4.134615385,1.804448166,52
I364,Frustrated pose 3,Person,Pixabay,2.35185185185185,0.88934308229947,108,3.55769230769231,1.78356533450965,104,I364,2.456140351,0.92717265,57,2.235294118,0.838766601,51,3.265306122,1.617295971,49,3.818181818,1.896301557,55
I12,Ambulance 1,Object,Pixabay,2.33333333333333,1.06779535299975,108,4.16346153846154,1.80673269939137,104,I12,2.614035088,1.097958917,57,2.019607843,0.948476591,51,3.755102041,1.774009257,49,4.527272727,1.772783389,55
I631,Pigeon 6,Animal,Flickr/internets_dairy,2.32407407407407,1.1007958353379,108,3.81730769230769,2.01337480812652,104,I631,2.403508772,1.208003801,57,2.235294118,0.971354421,51,3.408163265,1.913965858,49,4.181818182,2.046595267,55
I696,Sad face 9,Person,Pixabay,2.31481481481481,0.903245944587621,108,4.25961538461539,1.83808253989051,104,I696,2.385964912,0.81841279199999994,57,2.235294118,0.991730514,51,3.897959184,1.851180906,49,4.581818182,1.781498631,55
I343,Flood 3,Scene,Pixabay,2.29411764705882,1.1568841328816,102,4.28712871287129,1.74548923607891,101,I343,2.488888889,1.254486897,45,2.160714286,1.057901623,56,4.326530612,1.795686441,49,4.25,1.713556101,52
I169,Cockroach 4,Animal,Pixabay,2.2843137254902,1.23783147160143,102,3.94059405940594,2.08720761870121,101,I169,2.363636364,1.12251605,44,2.224137931,1.325103153,58,3.361702128,1.949643579,47,4.557692308,2.042811035,52
I167,Cockroach 2,Animal,Pixabay,2.26470588235294,1.29680850123522,102,4.10891089108911,2.16749159213599,101,I167,2.340909091,1.256484239,44,2.206896552,1.334542706,58,3.446808511,1.987006823,47,4.807692308,2.114733206,52
I83,Bloody knife 2,Object,Flickr/Steven Depolo,2.25742574257426,1.10139425590053,101,3.90291262135922,1.99270514286679,103,I83,2.396551724,1.21308155,58,2.069767442,0.910137322,43,4.020408163,1.97367884,49,3.830188679,2.026135475,53
I307,Explosion 6,Scene,Pixabay,2.25742574257426,1.24622201349948,101,4.81553398058252,1.90328700614373,103,I307,2.568965517,1.258125436,58,1.837209302,1.111203392,43,4.795918367,1.859430825,49,4.830188679,1.97810952,53
I231,Destruction 8,Scene,Pixabay,2.23529411764706,1.13605597571821,102,4.22772277227723,1.76567940532143,101,I231,2.333333333,1.167748416,45,2.178571429,1.113669493,56,4.12244898,1.932535608,49,4.326923077,1.605397194,52
I638,Plane crash 3,Scene,Pixabay,2.23529411764706,1.04527669924516,102,4.12871287128713,1.82023826097922,101,I638,2.659090909,0.963114662,44,1.913793103,0.996211821,58,3.978723404,1.712985719,47,4.307692308,1.925458555,52
I323,Fire 6,Scene,Pixabay,2.22772277227723,1.27185838927777,101,4.52427184466019,1.99432852818114,103,I323,2.482758621,1.259927307,58,1.88372093,1.219080495,43,4.591836735,1.869919421,49,4.452830189,2.135470023,53
I442,Jail 1,Scene,Pixabay,2.22549019607843,0.973987036580921,102,3.73267326732673,1.77702610621741,101,I442,2.090909091,0.960091609,44,2.327586207,0.980295892,58,3.510638298,1.717839143,47,4,1.804134685,52
I379,Garbage dump 1,Scene,Pixabay,2.19607843137255,0.975331532222767,102,2.86138613861386,1.72063768975515,101,I379,2.311111111,1.124565011,45,2.125,0.832575413,56,2.795918367,1.632732779,49,2.923076923,1.813307603,52
I235,Destruction 2,Scene,Pixabay,2.18627450980392,1.02184449958103,102,3.05940594059406,1.77663604701817,101,I235,2.422222222,1.137958477,45,2.017857143,0.884021214,56,3.102040816,1.851180906,49,3.019230769,1.720583401,52
I228,Destruction 5,Scene,Pixabay,2.14851485148515,1.08061222104751,101,3.80582524271845,1.89973296589534,103,I228,2.344827586,1.178040659,58,1.88372093,0.8785622,43,3.795918367,1.947001881,49,3.79245283,1.884741265,53
I116,Car accident 1,Object,Pixabay,2.14705882352941,0.9270100859623,102,4.0990099009901,1.7349636912342,101,I116,2.2,0.943879807,45,2.125,0.915770912,56,4.1632653060000004,1.650087608,49,4.038461538,1.825328748,52
I309,Feces 1,Object,Wikipedia,2.13725490196078,1.03444839355868,102,3.06930693069307,1.94554581412299,101,I309,2.204545455,1.152944571,44,2.086206897,0.941899588,58,2.893617021,1.747470751,47,3.288461538,2.117495176,52
I383,Garbage dump 5,Scene,Pixabay,2.13725490196078,1.00532459352294,102,3.32673267326733,1.6976979171283,101,I383,2.377777778,1.093137455,45,1.964285714,0.8937009,56,3.040816327,1.731559794,49,3.596153846,1.636107473,52
I445,Jail 4,Scene,Pixabay,2.11111111111111,1.04419475153236,108,3.43269230769231,1.78866128318351,104,I445,2.333333333,1.13913083,57,1.862745098,0.872229507,51,2.897959184,1.623331168,49,3.909090909,1.808137237,55
I233,Destruction 10,Scene,Pixabay,2.0990099009901,1.04407806695716,101,3.59223300970874,1.9675648989166,103,I233,2.275862069,1.15155278,58,1.860465116,0.833277961,43,3.755102041,1.931435263,49,3.41509434,2.013740896,53
I848,Tornado 1,Scene,Pixabay,2.09803921568627,1.11257264906028,102,5.05940594059406,1.91740335964146,101,I848,2.340909091,0.963114662,44,1.913793103,1.188903118,58,4.893617021,1.890871004,47,5.269230769,1.931324696,52
I438,Injury 2,Person,Pixabay,2.09259259259259,0.767774268776367,108,4.05769230769231,2.04239970735418,104,I438,2.157894737,0.750939261,57,2.019607843,0.787151728,51,3.612244898,2.129322335,49,4.454545455,1.893636339,55
I281,Dog 31,Animal,Wikipedia,2.08333333333333,1.10330853328802,108,4.20192307692308,1.97252884700777,104,I281,2.315789474,1.104502065,57,1.823529412,1.05272755,51,3.734693878,1.776882924,49,4.618181818,2.059224136,55
I166,Cockroach 1,Animal,Pixabay,2.05882352941176,1.17585889747351,102,4.34653465346535,2.1745603857532,101,I166,2.068181818,0.974028491,44,2.051724138,1.316859819,58,3.744680851,2.131218116,47,5,2.019512657,52
I386,Garbage dump 8,Scene,Pixabay,2.05882352941176,1.12420294679364,102,3.14851485148515,1.83513562776086,101,I386,2.355555556,1.227628082,45,1.839285714,0.986763041,56,2.979591837,1.808426986,49,3.307692308,1.863356254,52
I320,Fire 3,Scene,Pixabay,2.05555555555556,1.11768563728833,108,4.51923076923077,2.02403408213548,104,I320,2.385964912,1.264266953,57,1.68627451,0.787151728,51,3.897959184,2.074095164,49,5.072727273,1.824265915,55
I639,Plane crash 4,Object,Pixabay,2.04950495049505,1.04284454856668,101,4.10679611650485,1.91952108691778,103,I639,2.25862069,1.117018978,58,1.76744186,0.868419728,43,4.265306122,1.97669242,49,3.943396226,1.885318728,53
I518,Neonazi 1,Person,Wikipedia,2.03921568627451,1.47535240715432,102,4.43564356435644,2.14203567469899,101,I518,2.133333333,1.575378742,45,1.982142857,1.407655322,56,4.224489796,2.238538457,49,4.634615385,2.048709265,52
I122,Car crash 3,Scene,Wikipedia,2.02941176470588,0.826011319570284,102,4.66336633663366,1.72207565294195,101,I122,2.022727273,0.875735873,44,2.034482759,0.793957824,58,4.361702128,1.737383489,47,5,1.656833739,52
I119,Car accident 4,Object,Pixabay,2.02777777777778,0.941844812636531,108,3.96153846153846,1.81109352217912,104,I119,2.228070175,0.963949166,57,1.803921569,0.872229507,51,3.448979592,1.720722044,49,4.418181818,1.781498631,55
I443,Jail 2,Scene,Pixabay,2.01980198019802,1.19147134266672,101,3.6504854368932,2.00835869903798,103,I443,2.310344828,1.340422774,58,1.627906977,0.817174453,43,3.591836735,1.946346656,49,3.735849057,2.08613503,53
I229,Destruction 6,Scene,Pixabay,2.00990099009901,1.18739251728273,101,4.09708737864078,2.13061053160547,103,I229,2.155172414,1.295088213,58,1.813953488,1.006072372,43,4.1632653060000004,2.044779315,49,4.018867925,2.240283001,53
I230,Destruction 7,Scene,Pixabay,2.00990099009901,0.953887304716343,101,3.85436893203884,2.10232255780709,103,I230,2.120689655,0.938038009,58,1.860465116,0.965633159,43,4.020408163,1.952453541,49,3.679245283,2.251269598,53
I310,Feces 2,Object,Wikipedia,2.00980392156863,1.02922731797387,102,3.52475247524752,2.05715366176638,101,I310,2.222222222,1.063632047,45,1.857142857,0.980325946,56,3.142857143,2.121320344,49,3.884615385,1.946881329,52
I381,Garbage dump 3,Scene,Pixabay,2,1.0244534886929,102,3.46534653465347,1.79757812868116,101,I381,2.181818182,0.994700546,44,1.862068966,1.033615285,58,3.29787234,1.718377567,47,3.673076923,1.86527771,52
