Image,ImageNum,Category,CatNumber,Prob
Boredpose2.jpg,73,Disgust,9,0.941576540470123
Boredpose3.jpg,74,Amusement,3,0.950805485248566
Boredpose4.jpg,75,Amusement,3,0.473961561918259
Boredpose5.jpg,76,Sexual Desire,19,0.999276697635651
Boredpose6.jpg,77,Confusion,7,0.253849774599075
Bottle1.jpg,78,Anxiety,4,0.284029185771942
Boxing1.jpg,79,Excitement,12,0.932606816291809
Boxing2.jpg,80,Romance,17,0.969000458717346
Bricks1.jpg,81,Amusement,3,0.917679190635681
Bridge1.jpg,82,Amusement,3,0.679309487342834
Bubble1.jpg,83,Craving,8,0.998711347579956
Bubble2.jpg,84,Fear,13,0.96929258108139
Building1.jpg,85,Aesthetic Appreciation,2,0.961094975471497
Building2.jpg,86,Aesthetic Appreciation,2,0.913740575313568
Bungeejumping1.jpg,87,Anxiety,4,0.965351700782776
Bungeejumping2.jpg,88,Excitement,12,0.969960033893585
Bungeejumping3.jpg,89,Awe,5,0.740750193595886
Camping1.jpg,90,Amusement,3,0.968780338764191
Camping10.jpg,91,Aesthetic Appreciation,2,0.999071478843689
Camping2.jpg,92,Amusement,3,0.601515173912048
Camping3.jpg,93,Interest,15,0.396071314811707
Camping4.jpg,94,Awe,5,0.736979186534882
Camping6.jpg,95,Aesthetic Appreciation,2,0.650760471820831
Camping7.jpg,96,Amusement,3,0.948003172874451
Camping8.jpg,97,Anxiety,4,0.390659242868423
Camping9.jpg,98,Anxiety,4,0.747736394405365
Candle1.jpg,99,Awe,5,0.621331632137299
Car1.jpg,100,Amusement,3,0.999854922294617
Car2.jpg,101,Amusement,3,0.688695669174194
Caraccident1.jpg,102,Amusement,3,0.948135614395142
Caraccident3.jpg,103,Disgust,9,0.872389912605286
Caraccident4.jpg,104,Sadness,18,0.590638995170593
Carcrash3.jpg,105,Amusement,3,0.761610269546509
Cardboard1.jpg,106,Aesthetic Appreciation,2,0.69406658411026
Cardboard2.jpg,107,Amusement,3,0.687745749950409
Cardboard3.jpg,108,Boredom,6,0.988889098167419
Carrace1.jpg,109,Excitement,12,0.606514692306519
Carrace2.jpg,110,Amusement,3,0.977776646614075
Carrace3.jpg,111,Amusement,3,0.550494432449341
Carrace4.jpg,112,Amusement,3,0.999983072280884
Cat1.jpg,113,Amusement,3,0.990196943283081
Cat10.jpg,114,Amusement,3,0.999920129776001
Cat11.jpg,115,Amusement,3,0.914618074893951
Cat12.jpg,116,Amusement,3,0.778868079185486
Cat13.jpg,117,Awe,5,0.75089567899704
Cat14.jpg,118,Amusement,3,0.993999719619751
Cat2.jpg,119,Amusement,3,0.914882719516754
Cat3.jpg,120,Disgust,9,0.913407564163208
Cat4.jpg,121,Amusement,3,0.694010972976685
Cat6.jpg,122,Amusement,3,0.999746143817902
Cat7.jpg,123,Amusement,3,0.976314663887024
Cat8.jpg,124,Amusement,3,0.98466020822525
Cat9.jpg,125,Adoration,1,0.876179456710815
Celebration1.jpg,126,Empathic Pain,10,0.439083695411682
Celebration2.jpg,127,Boredom,6,0.455943197011948
Cemetery1.jpg,128,Aesthetic Appreciation,2,0.590656697750092
Cemetery2.jpg,129,Awe,5,0.998547852039337
Cemetery3.jpg,130,Amusement,3,0.994532227516174
Cemetery4.jpg,131,Aesthetic Appreciation,2,0.888573110103607
Cemetery5.jpg,132,Amusement,3,0.847093522548676
Cheerleader1.jpg,133,Romance,17,0.593219876289368
Cheerleader2.jpg,134,Amusement,3,0.273852348327637
Childlabor1.jpg,135,Sadness,18,0.638061702251434
Childlabor2.jpg,136,Amusement,3,0.333813041448593
Childlabor3.jpg,137,Amusement,3,0.9695845246315
Childlabor4.jpg,138,Sadness,18,0.91710239648819
Children1.jpg,139,Amusement,3,0.877387344837189
Chipmunk1.jpg,140,Sadness,18,0.934623420238495
Chipmunk2.jpg,141,Amusement,3,0.568147480487823
Chipmunk3.jpg,142,Sadness,18,0.773951947689056
City1.jpg,143,Awe,5,0.342910677194595
Clean1.jpg,144,Entrancement,11,0.821028172969818
Cliffdiver1.jpg,145,Anxiety,4,0.532762467861176
Cliffdiver2.jpg,146,Anxiety,4,0.414906710386276
Cliffdiver3.jpg,147,Awe,5,0.805810689926147
Cockroach1.jpg,148,Disgust,9,0.99703586101532
Cockroach2.jpg,149,Disgust,9,0.855704843997955
Cockroach3.jpg,150,Craving,8,0.585713863372803
Cockroach4.jpg,151,Craving,8,0.450544029474258
Coffee1.jpg,152,Craving,8,0.999986171722412
Cold1.jpg,153,Aesthetic Appreciation,2,0.478337794542313
Cold2.jpg,154,Craving,8,0.600926160812378
Cold3.jpg,155,Craving,8,0.494279146194458
Cold4.jpg,156,Adoration,1,0.973864197731018
Cold5.jpg,157,Aesthetic Appreciation,2,0.989469647407532
Cold6.jpg,158,Amusement,3,0.987188637256622
Cold7.jpg,159,Aesthetic Appreciation,2,0.976705610752106
Cold8.jpg,160,Amusement,3,0.535057425498962
Collaboration1.jpg,161,Disgust,9,0.505802690982819
Cottonswabs1.jpg,162,Aesthetic Appreciation,2,0.998746514320374
Cottonswabs2.jpg,163,Disgust,9,0.877009749412537
Cottonswabs3.jpg,164,Entrancement,11,0.445844441652298
Couple1.jpg,165,Boredom,6,0.425423383712769
Couple2.jpg,166,Amusement,3,0.972333192825317
Couple3.jpg,167,Sadness,18,0.926310122013092
Couple4.jpg,168,Romance,17,0.990030527114868
Couple5.jpg,169,Adoration,1,0.986559629440308
Couple6.jpg,170,Boredom,6,0.871410250663757
Couple7.jpg,171,Amusement,3,0.625843703746796
Couple8.jpg,172,Romance,17,0.606824040412903
Couple9.jpg,173,Amusement,3,0.984834313392639
Crosswalk1.jpg,174,Amusement,3,0.666207075119019
Crow1.jpg,175,Awe,5,0.84826397895813
Crow2.jpg,176,Anxiety,4,0.440730452537537
Cups1.jpg,177,Craving,8,0.54173356294632
Cups2.jpg,178,Amusement,3,0.70650452375412
Cups3.jpg,179,Aesthetic Appreciation,2,0.626100957393646
Cups4.jpg,180,Amusement,3,0.963901221752167
Dancing1.jpg,181,Aesthetic Appreciation,2,0.76920223236084
Dancing2.jpg,182,Aesthetic Appreciation,2,0.298855692148209
Dancing3.jpg,183,Amusement,3,0.45352965593338
Dancing4.jpg,184,Amusement,3,0.849318623542786
Dancing5.jpg,185,Amusement,3,0.986540138721466
Dancing6.jpg,186,Amusement,3,0.902187824249268
Dancing7.jpg,187,Joy,16,0.682258725166321
Dancing8.jpg,188,Romance,17,0.686255395412445
Dancing9.jpg,189,Excitement,12,0.490444153547287
Depressedface1.jpg,190,Sexual Desire,19,0.86818790435791
Depressedface2.jpg,191,Disgust,9,0.391486823558807
Depressedpose1.jpg,192,Excitement,12,0.952323138713837
Depressedpose2.jpg,193,Amusement,3,0.388979524374008
Depressedpose3.jpg,194,Amusement,3,0.576142549514771
Depressedpose4.jpg,195,Disgust,9,0.548661172389984
Desert1.jpg,196,Aesthetic Appreciation,2,0.7674281001091
Dessert1.jpg,197,Interest,15,0.467179983854294
Dessert2.jpg,198,Entrancement,11,0.948693633079529
Dessert3.jpg,199,Craving,8,0.999980807304382
Dessert4.jpg,200,Craving,8,0.99999988079071
Dessert5.jpg,201,Awe,5,0.468387484550476
Dessert6.jpg,202,Interest,15,0.586449384689331
Dessert7.jpg,203,Craving,8,0.999324440956116
Dessert8.jpg,204,Romance,17,0.359164148569107
Destruction10.jpg,205,Confusion,7,0.337057620286942
Destruction2.jpg,206,Awe,5,0.397635102272034
Destruction5.jpg,207,Entrancement,11,0.516376674175262
Destruction6.jpg,208,Anxiety,4,0.308738172054291
Destruction7.jpg,209,Aesthetic Appreciation,2,0.927680969238281
Destruction8.jpg,210,Awe,5,0.754574596881866
Destruction9.jpg,211,Awe,5,0.962397396564484
Dirt2.jpg,212,Awe,5,0.881731450557709
Dirt3.jpg,213,Aesthetic Appreciation,2,0.796127259731293
Dirt4.jpg,214,Aesthetic Appreciation,2,0.560838282108307
Dirt5.jpg,215,Aesthetic Appreciation,2,0.951539516448975
Dock1.jpg,216,Aesthetic Appreciation,2,0.999625325202942
Doctor1.jpg,217,Interest,15,0.579369306564331
Doctor2.jpg,218,Amusement,3,0.928323209285736
Doctor3.jpg,219,Amusement,3,0.524723470211029
Doctor4.jpg,220,Amusement,3,0.981468439102173
Doctor5.jpg,221,Amusement,3,0.998566687107086
Doctor6.jpg,222,Amusement,3,0.827396333217621
Doctor7.jpg,223,Joy,16,0.912410974502563
Doctor8.jpg,224,Amusement,3,0.985200524330139
Doctor9.jpg,225,Amusement,3,0.933720767498016
Dog1.jpg,226,Amusement,3,0.999947190284729
Dog10.jpg,227,Amusement,3,0.948056519031525
Dog11.jpg,228,Sadness,18,0.952704846858978
Dog13.jpg,229,Amusement,3,0.963348746299744
Dog14.jpg,230,Amusement,3,0.997497975826263
Dog16.jpg,231,Sadness,18,0.896047174930573
Dog17.jpg,232,Amusement,3,0.986614048480988
Dog19.jpg,233,Sadness,18,0.990961492061615
Dog2.jpg,234,Sadness,18,0.79024076461792
Dog20.jpg,235,Adoration,1,0.918711245059967
Dog21.jpg,236,Amusement,3,0.999589502811432
Dog22.jpg,237,Sadness,18,0.530237019062042
Dog23.jpg,238,Aesthetic Appreciation,2,0.89905196428299
Dog27.jpg,239,Amusement,3,0.975225985050201
Dog28.jpg,240,Amusement,3,0.989156246185303
Dog29.jpg,241,Adoration,1,0.544891655445099
Dog3.jpg,242,Sadness,18,0.424537301063538
Dog31.jpg,243,Amusement,3,0.406480461359024
Dog5.jpg,244,Joy,16,0.996153175830841
Dog7.jpg,245,Adoration,1,0.766125857830048
Dog8.jpg,246,Confusion,7,0.965659856796265
Dog9.jpg,247,Sadness,18,0.894362926483154
Dogattack1.jpg,248,Amusement,3,0.974211633205414
Dogattack2.jpg,249,Adoration,1,0.903481602668762
Dogattack3.jpg,250,Awe,5,0.832798421382904
Drink1.jpg,251,Entrancement,11,0.47040382027626
Drink2.jpg,252,Aesthetic Appreciation,2,0.517857193946838
Eating1.jpg,253,Amusement,3,0.94856071472168
Eating2.jpg,254,Boredom,6,0.633895337581635
Eating3.jpg,255,Romance,17,0.869240403175354
Elephant1.jpg,256,Entrancement,11,0.697416126728058
Excitedface1.jpg,257,Romance,17,0.99994695186615
Excitedface2.jpg,258,Romance,17,0.82765394449234
Excitedface3.jpg,259,Adoration,1,0.334482580423355
Excitedface4.jpg,260,Joy,16,0.963187158107758
Excitedface5.jpg,261,Romance,17,0.794809877872467
Excitedface6.jpg,262,Sexual Desire,19,0.980765402317047
Excitedface7.jpg,263,Interest,15,0.362304985523224
Exercise1.jpg,264,Adoration,1,0.949272572994232
Exercise2.jpg,265,Awe,5,0.984534740447998
Exercise3.jpg,266,Empathic Pain,10,0.97803783416748
Explosion4.jpg,267,Craving,8,0.55349063873291
Explosion6.jpg,268,Aesthetic Appreciation,2,0.860507726669312
Feces1.jpg,269,Aesthetic Appreciation,2,0.974241495132446
Feces2.jpg,270,Sadness,18,0.742653548717499
Fence1.jpg,271,Aesthetic Appreciation,2,0.810953319072723
Fence2.jpg,272,Entrancement,11,0.676308214664459
Fence3.jpg,273,Interest,15,0.729849815368652
Fence4.jpg,274,Boredom,6,0.715227484703064
Fence5.jpg,275,Entrancement,11,0.72429621219635
Fence6.jpg,276,Interest,15,0.928327918052673
Ferret1.jpg,277,Adoration,1,0.594925165176392
Fire1.jpg,278,Awe,5,0.957546710968018
Fire10.jpg,279,Aesthetic Appreciation,2,0.968860685825348
Fire3.jpg,280,Awe,5,0.71602600812912
Fire4.jpg,281,Aesthetic Appreciation,2,0.999623894691467
Fire6.jpg,282,Aesthetic Appreciation,2,0.977160215377808
Firehydrant1.jpg,283,Amusement,3,0.99613094329834
Firehydrant2.jpg,284,Adoration,1,0.653618931770325
Firehydrant3.jpg,285,Entrancement,11,0.50955194234848
Firehydrant4.jpg,286,Anxiety,4,0.79970395565033
Fireman1.jpg,287,Fear,13,0.626004695892334
Fireworks4.jpg,288,Craving,8,0.37488129734993
Fireworks5.jpg,289,Awe,5,0.961199581623077
Fireworks7.jpg,290,Anxiety,4,0.778188645839691
Flood1.jpg,291,Amusement,3,0.423477530479431
Flood2.jpg,292,Awe,5,0.701708972454071
Flood3.jpg,293,Amusement,3,0.708488643169403
Flowers1.jpg,294,Surprise,20,0.801030158996582
Flowers10.jpg,295,Aesthetic Appreciation,2,0.68075156211853
Flowers2.jpg,296,Awe,5,0.281441032886505
Flowers3.jpg,297,Awe,5,0.636148869991302
Flowers4.jpg,298,Entrancement,11,0.950736522674561
Flowers5.jpg,299,Craving,8,0.892005383968353
Flowers6.jpg,300,Interest,15,0.883617639541626
Flowers7.jpg,301,Amusement,3,0.860742926597595
Flowers8.jpg,302,Empathic Pain,10,0.471420645713806
Flowers9.jpg,303,Excitement,12,0.701909601688385
Food1.jpg,304,Craving,8,0.999999523162842
Food2.jpg,305,Excitement,12,0.346901506185532
Food3.jpg,306,Craving,8,0.998440086841583
Food4.jpg,307,Craving,8,0.993842601776123
Food5.jpg,308,Craving,8,0.999930620193481
Food6.jpg,309,Empathic Pain,10,0.869988262653351
Footballplayer1.jpg,310,Excitement,12,0.95864599943161
Frisbee1.jpg,311,Excitement,12,0.959962010383606
Frustratedpose1.jpg,312,Confusion,7,0.936325132846832
Frustratedpose2.jpg,313,Romance,17,0.821536183357239
Frustratedpose3.jpg,314,Confusion,7,0.341691792011261
Frustratedpose4.jpg,315,Romance,17,0.908413887023926
Frustratedpose5.jpg,316,Entrancement,11,0.790054023265839
Frustratedpose6.jpg,317,Romance,17,0.531293928623199
Frustratedpose7.jpg,318,Confusion,7,0.724610328674316
Frustratedpose8.jpg,319,Sexual Desire,19,0.942579805850983
Funeral1.jpg,320,Awe,5,0.471027940511703
Galaxy1.jpg,321,Interest,15,0.483083009719849
Galaxy2.jpg,322,Aesthetic Appreciation,2,0.994710326194763
Galaxy3.jpg,323,Amusement,3,0.835367858409882
Galaxy4.jpg,324,Awe,5,0.88190621137619
Galaxy5.jpg,325,Awe,5,0.766185283660889
Galaxy6.jpg,326,Awe,5,0.675134897232056
Galaxy8.jpg,327,Aesthetic Appreciation,2,0.549500823020935
Garbagedump1.jpg,328,Excitement,12,0.2502321600914
Garbagedump3.jpg,329,Awe,5,0.7554572224617
Garbagedump5.jpg,330,Amusement,3,0.583977043628693
Garbagedump7.jpg,331,Empathic Pain,10,0.997947156429291
Garbagedump8.jpg,332,Empathic Pain,10,0.760183334350586
Gargoyle1.jpg,333,Aesthetic Appreciation,2,0.959986627101898
Gargoyle2.jpg,334,Anxiety,4,0.317892104387283
Gazing1.jpg,335,Awe,5,0.666899979114532
Gazing2.jpg,336,Awe,5,0.765049517154694
Gazing3.jpg,337,Romance,17,0.420549482107162
Gazing4.jpg,338,Aesthetic Appreciation,2,0.59033077955246
Gazing5.jpg,339,Aesthetic Appreciation,2,0.536055564880371
Gazing6.jpg,340,Boredom,6,0.485028237104416
Gazing7.jpg,341,Romance,17,0.961317896842957
Goat1.jpg,342,Amusement,3,0.996934294700623
Goat2.jpg,343,Amusement,3,0.896739304065704
Gorrila1.jpg,344,Amusement,3,0.808968663215637
Grass1.jpg,345,Entrancement,11,0.374855220317841
Grass2.jpg,346,Aesthetic Appreciation,2,0.779652953147888
Grass3.jpg,347,Entrancement,11,0.341997176408768
Grass4.jpg,348,Joy,16,0.853571951389313
Grass5.jpg,349,Joy,16,0.561446666717529
Grass6.jpg,350,Anxiety,4,0.85197389125824
Grass7.jpg,351,Anxiety,4,0.812128782272339
Graveyard1.jpg,352,Aesthetic Appreciation,2,0.618179202079773
Graveyard2.jpg,353,Amusement,3,0.533821761608124
Graveyard3.jpg,354,Awe,5,0.780492186546326
Graveyard4.jpg,355,Boredom,6,0.848514258861542
Guitar1.jpg,356,Fear,13,0.682734251022339
Gun1.jpg,357,Entrancement,11,0.943057298660278
Gun2.jpg,358,Boredom,6,0.519440114498138
Gun4.jpg,359,Interest,15,0.984547555446625
Gun8.jpg,360,Disgust,9,0.355179399251938
Gun9.jpg,361,Disgust,9,0.72554212808609
Hallway1.jpg,362,Horror,14,0.335584104061127
Hanggliding1.jpg,363,Aesthetic Appreciation,2,0.940274477005005
Hanggliding2.jpg,364,Boredom,6,0.922665894031525
Hanggliding3.jpg,365,Anxiety,4,0.953952372074127
Hangover1.jpg,366,Sexual Desire,19,0.826002657413483
Happyface1.jpg,367,Boredom,6,0.330407738685608
Happyface2.jpg,368,Boredom,6,0.726660847663879
Happypose1.jpg,369,Awe,5,0.433804512023926
Happypose2.jpg,370,Joy,16,0.993733584880829
Happypose3.jpg,371,Aesthetic Appreciation,2,0.998732030391693
Heart1.jpg,372,Entrancement,11,0.994914412498474
Heart2.jpg,373,Entrancement,11,0.95996618270874
Heart3.jpg,374,Amusement,3,0.601343214511871
Horse1.jpg,375,Amusement,3,0.73549097776413
House1.jpg,376,Aesthetic Appreciation,2,0.504452586174011
Injury2.jpg,377,Disgust,9,0.85487824678421
Intensity1.jpg,378,Disgust,9,0.767946124076843
Jail1.jpg,379,Anxiety,4,0.785024523735046
Jail2.jpg,380,Anxiety,4,0.755460977554321
Jail3.jpg,381,Fear,13,0.997807085514069
Jail4.jpg,382,Boredom,6,0.316599875688553
Jail5.jpg,383,Awe,5,0.556332051753998
Keyboard1.jpg,384,Amusement,3,0.377497583627701
Keyboard2.jpg,385,Entrancement,11,0.942227303981781
Keyboard3.jpg,386,Aesthetic Appreciation,2,0.954500555992126
Keys1.jpg,387,Amusement,3,0.681881129741669
Knife1.jpg,388,Entrancement,11,0.753851890563965
Knife2.jpg,389,Awe,5,0.532226204872131
Lake11.jpg,390,Aesthetic Appreciation,2,0.948542177677155
Lake17.jpg,391,Awe,5,0.991646468639374
Lake3.jpg,392,Awe,5,0.970842123031616
Lake4.jpg,393,Fear,13,0.942558646202087
Lake5.jpg,394,Aesthetic Appreciation,2,0.995468854904175
Lake6.jpg,395,Aesthetic Appreciation,2,0.344029247760773
Lamb1.jpg,396,Amusement,3,0.859474003314972
Lightning1.jpg,397,Anxiety,4,0.963752388954163
Lightning2.jpg,398,Aesthetic Appreciation,2,0.737634241580963
Lightning3.jpg,399,Aesthetic Appreciation,2,0.947847962379456
Lightning4.jpg,400,Aesthetic Appreciation,2,0.759839177131653
Lightning5.jpg,401,Aesthetic Appreciation,2,0.659311473369598
Lightning6.jpg,402,Aesthetic Appreciation,2,0.902697205543518
Lightning7.jpg,403,Aesthetic Appreciation,2,0.818037867546082
Lion1.jpg,404,Amusement,3,0.999800503253937
Lion2.jpg,405,Amusement,3,0.99984347820282
Lion3.jpg,406,Disgust,9,0.794828593730927
Lion4.jpg,407,Amusement,3,0.981710731983185
Lion5.jpg,408,Sadness,18,0.993715345859528
Massage1.jpg,409,Sexual Desire,19,0.999758660793304
Massage2.jpg,410,Romance,17,0.927188396453857
Meerkat1.jpg,411,Surprise,20,0.386418431997299
Memorial1.jpg,412,Amusement,3,0.957779705524445
Memorial2.jpg,413,Amusement,3,0.999597370624542
Memorial3.jpg,414,Amusement,3,0.780545592308044
Miserableface1.jpg,415,Entrancement,11,0.994345366954803
Miserableface2.jpg,416,Adoration,1,0.402650505304337
Miserablepose1.jpg,417,Romance,17,0.872204303741455
Miserablepose2.jpg,418,Confusion,7,0.234447777271271
Miserablepose4.jpg,419,Romance,17,0.990065813064575
Miserablepose5.jpg,420,Romance,17,0.547029316425323
Money1.jpg,421,Awe,5,0.834172248840332
Monkey1.jpg,422,Disgust,9,0.505984842777252
Monkey2.jpg,423,Horror,14,0.330379545688629
Monkey3.jpg,424,Amusement,3,0.887443661689758
Monkey4.jpg,425,Amusement,3,0.303559839725494
Moon1.jpg,426,Entrancement,11,0.270353883504868
Mother2.jpg,427,Aesthetic Appreciation,2,0.541666209697723
Mother5.jpg,428,Joy,16,0.764422118663788
Mother8.jpg,429,Amusement,3,0.399117201566696
Mother9.jpg,430,Sadness,18,0.996907770633698
Motocross1.jpg,431,Awe,5,0.931904077529907
Musician1.jpg,432,Boredom,6,0.82389372587204
Nature2.jpg,433,Awe,5,0.771417796611786
Neonazi1.jpg,434,Joy,16,0.486540555953979
Neutralface1.jpg,435,Awe,5,0.675315856933594
Neutralface2.jpg,436,Boredom,6,0.96509450674057
Neutralface3.jpg,437,Boredom,6,0.644873201847076
Neutralface4.jpg,438,Amusement,3,0.589421093463898
Neutralface5.jpg,439,Confusion,7,0.886854350566864
Neutralpose1.jpg,440,Amusement,3,0.319568783044815
Neutralpose2.jpg,441,Amusement,3,0.984606862068176
Neutralpose3.jpg,442,Awe,5,0.528424084186554
Nudecouple1.jpg,443,Sexual Desire,19,0.518433153629303
Nudecouple10.jpg,444,Romance,17,0.992773592472076
Nudecouple12.jpg,445,Excitement,12,0.759838581085205
Nudecouple13.jpg,446,Romance,17,0.844271421432495
Nudecouple2.jpg,447,Romance,17,0.739518642425537
Nudecouple3.jpg,448,Romance,17,0.8140709400177
Nudecouple4.jpg,449,Amusement,3,0.425576627254486
Nudecouple5.jpg,450,Sexual Desire,19,0.983471393585205
Nudecouple7.jpg,451,Sexual Desire,19,0.90497899055481
Nudecouple8.jpg,452,Sexual Desire,19,0.856121122837067
Nudecouple9.jpg,453,Romance,17,0.964308440685272
Nudeman1.jpg,454,Sexual Desire,19,0.991155505180359
Nudeman12.jpg,455,Disgust,9,0.302643477916718
Nudeman13.jpg,456,Sexual Desire,19,0.989618360996246
Nudeman14.jpg,457,Joy,16,0.629950761795044
Nudeman16.jpg,458,Boredom,6,0.95492547750473
Nudeman17.jpg,459,Disgust,9,0.732883810997009
Nudeman18.jpg,460,Sexual Desire,19,0.965640306472778
Nudeman19.jpg,461,Sexual Desire,19,0.542691469192505
Nudeman2.jpg,462,Sexual Desire,19,0.998437941074371
Nudeman22.jpg,463,Aesthetic Appreciation,2,0.705300569534302
Nudeman23.jpg,464,Sexual Desire,19,0.945015728473663
Nudeman3.jpg,465,Romance,17,0.314373910427094
Nudeman4.jpg,466,Amusement,3,0.994493901729584
Nudeman5.jpg,467,Boredom,6,0.847253084182739
Nudeman6.jpg,468,Boredom,6,0.505535542964935
Nudeman7.jpg,469,Disgust,9,0.970710694789886
Nudeman9.jpg,470,Sexual Desire,19,0.476842194795609
Nudewoman1.jpg,471,Sexual Desire,19,0.999496936798096
Nudewoman12.jpg,472,Disgust,9,0.728851974010468
Nudewoman14.jpg,473,Amusement,3,0.924199640750885
Nudewoman15.jpg,474,Sexual Desire,19,0.637738704681396
Nudewoman21.jpg,475,Romance,17,0.995811939239502
Nudewoman4.jpg,476,Sexual Desire,19,0.993690967559814
Nudewoman5.jpg,477,Confusion,7,0.277677059173584
Nudewoman6.jpg,478,Sexual Desire,19,0.418436318635941
Nudewoman7.jpg,479,Sexual Desire,19,0.996252775192261
Officesupplies1.jpg,480,Craving,8,0.999930500984192
Officesupplies2.jpg,481,Amusement,3,0.64569890499115
Officesupplies3.jpg,482,Entrancement,11,0.93881493806839
Officesupplies4.jpg,483,Amusement,3,0.995958387851715
Officesupplies5.jpg,484,Boredom,6,0.680521428585052
Opossum1.jpg,485,Amusement,3,0.8534055352211
Orangutan1.jpg,486,Entrancement,11,0.943264603614807
Ornament1.jpg,487,Entrancement,11,0.999604284763336
Paintbrush1.jpg,488,Entrancement,11,0.811975002288818
Paper1.jpg,489,Anxiety,4,0.986581802368164
Paper2.jpg,490,Amusement,3,0.434984564781189
Paper3.jpg,491,Aesthetic Appreciation,2,0.497156262397766
Paper4.jpg,492,Aesthetic Appreciation,2,0.595845103263855
Paper5.jpg,493,Aesthetic Appreciation,2,0.993358075618744
Paperclips1.jpg,494,Awe,5,0.574802994728088
Paperclips2.jpg,495,Empathic Pain,10,0.620207190513611
Paperclips3.jpg,496,Craving,8,0.992050588130951
