,Theme,Category,Source,Valence_mean_men,Valence_SD_men,Valence_N_men,Valence_mean_women,Valence_SD_women,Valence_N_women,Arousal_mean_men,Arousal_SD_men,Arousal_N_men,Arousal_mean_women,Arousal_SD_women,Arousal_N_women
I750,Skier 1,3,Wikipedia,5.473684211,0.94689838,57,5.470588235,0.879839558,51,3.653061224,1.797579627,49,4.727272727,1.649405566,55
I751,Skijump 1,4,Wikipedia,4.522727273,1.109968287,44,4.482758621,1.188266898,58,3.872340426,1.701879029,47,4.057692308,1.872541123,52
I752,Skijump 2,4,Wikipedia,4.827586207,0.993627609,58,4.906976744,1.171363745,43,4.346938776,1.465591752,49,4.075471698,1.795818397,53
I753,Skinhead 1,3,Wikipedia,2.894736842,1.410220481,57,3.235294118,1.124068242,51,2.87755102,1.775207183,49,3.763636364,1.688343878,55
I754,Sky 1,4,Pixabay,4.636363636,0.891586229,44,4.655172414,0.965214714,58,2.872340426,1.701879029,47,2.846153846,1.649534877,52
I755,Skydiving 1,4,Pixabay,5.210526316,1.26401913,57,5.254901961,1.293725431,51,4.224489796,1.723191155,49,5.090909091,1.350894454,55
I756,Skydiving 2,3,Pixabay,5.022222222,1.177224951,45,5.589285714,1.057901623,56,4.775510204,1.747203791,49,4.442307692,1.708266654,52
I757,Skydiving 3,3,Pixabay,5.224137931,1.140069303,58,4.88372093,1.383737216,43,5,1.620185175,49,5.132075472,1.808502737,53
I758,Skydiving 4,3,Pixabay,5.222222222,1.428427121,45,5.535714286,1.061119233,56,4.591836735,1.553468798,49,4.211538462,1.600692723,52
I759,Skydiving 5,3,Pixabay,4.954545455,1.293176105,44,4.844827586,1.267705818,58,5.021276596,1.310316286,47,5.230769231,1.591834367,52
I760,Skyscraper 1,4,Wikipedia,4.333333333,0.74001287,57,3.901960784,0.900108926,51,2.387755102,1.426188489,49,2.127272727,1.375103302,55
I761,Skyscraper 2,4,Wikipedia,4.522727273,0.698457981,44,4.465517241,0.959084308,58,3.063829787,1.50945218,47,2.711538462,1.404984662,52
I762,Sleepy pose 1,3,Wikipedia,2.866666667,1.853743142,45,2.339285714,1.443188209,56,3.714285714,1.56790731,49,3.25,1.655353762,52
I763,Sleepy pose 2,3,Wikipedia,3.704545455,0.904241824,44,3.586206897,0.973949866,58,2.489361702,1.333063494,47,2.692307692,1.515132319,52
I764,Sleepy pose 3,3,Flickr/Kevin,3.818181818,0.869983354,44,3.620689655,1.073240481,58,2.276595745,1.455157659,47,2.423076923,1.362612166,52
I765,Sleepy pose 4,3,Flickr/matt,4.113636364,0.8684632,44,3.844827586,0.932864371,58,2.489361702,1.427560102,47,2.538461538,1.527031446,52
I766,Smiling face 1,3,Pixabay,5.631578947,1.174605997,57,5.647058824,1.18022929,51,4.775510204,1.531139365,49,3.545454545,1.630929998,55
I767,Snake 1,1,Wikipedia,3.222222222,1.379869705,45,2.839285714,1.261698505,56,4.040816327,1.914410088,49,4.307692308,1.975719889,52
I768,Snake 2,1,Wikipedia,3.2,1.56088553,45,2.982142857,1.355005152,56,4.142857143,1.892969449,49,4.365384615,1.950654452,52
I769,Snake 3,1,Wikipedia,3.088888889,1.534781924,45,2.785714286,1.246293205,56,4.387755102,1.987631825,49,4.75,1.939021382,52
I770,Snake 4,1,Wikipedia,2.688888889,1.443200708,45,2.142857143,1.051899951,56,4.775510204,1.971307795,49,4.826923077,1.90686226,52
I771,Snake 5,1,Wikipedia,3.068965517,1.197395843,58,2.674418605,1.50745655,43,4.591836735,1.85874473,49,4.20754717,1.864222776,53
I772,Snake 6,1,Wikipedia,3.293103448,1.108319744,58,2.860465116,1.740024567,43,4.306122449,1.828069127,49,4.150943396,1.974805019,53
I773,Snow 1,4,Pixabay,4.5,0.664725857,44,4.724137931,0.969592127,58,2.234042553,1.417480403,47,2.230769231,1.394883994,52
I774,Snow 2,4,Pixabay,4.454545455,0.627084263,44,4.620689655,0.933350618,58,2.361702128,1.480680395,47,2.096153846,1.375693984,52
I775,Snow 3,4,Pixabay,4.596491228,0.979424925,57,4.529411765,0.879839558,51,2.387755102,1.552099741,49,2.290909091,1.499045712,55
I776,Snow 4,4,Pixabay,3.385964912,1.372619836,57,3.509803922,1.405312051,51,2.632653061,1.616244071,49,2.690909091,1.783387614,55
I777,Snow 5,4,Pixabay,4.644444444,1.111010096,45,4.964285714,0.8937009,56,2.816326531,1.641562637,49,2.980769231,1.831000847,52
I778,Soccer 1,2,Pixabay,4.204545455,0.667502999,44,4.482758621,0.800030247,58,2.680851064,1.490643033,47,2.230769231,1.503138998,52
I779,Soccer 2,2,Pixabay,4.620689655,0.894968121,58,4.558139535,0.933562699,43,3.06122449,1.560023548,49,2.698113208,1.501088139,53
I780,Socks 1,2,Pixabay,4.210526316,0.589698534,57,4.196078431,0.529890851,51,1.959183673,1.398796859,49,1.854545455,1.325227888,55
I781,Solar panel 1,4,Pixabay,4.977777778,1.215223303,45,5.035714286,1.249935063,56,3.081632653,1.705832332,49,2.403846154,1.417808519,52
I782,Soldiers 1,4,Pixabay,4.280701754,1.436195196,57,4.019607843,1.348928405,51,3.693877551,1.770170444,49,4.309090909,1.561963713,55
I783,Soldiers 2,3,Pixabay,4.051724138,1.289939667,58,3.953488372,1.068008569,43,3.673469388,1.612293334,49,3.339622642,1.674967235,53
I784,Soldiers 3,3,Pixabay,4.517241379,1.477805145,58,4.209302326,1.48897759,43,4.387755102,1.765601013,49,4.528301887,1.897404843,53
I785,Soldiers 4,4,Pixabay,4.590909091,1.451834154,44,4.724137931,1.576061084,58,3.85106383,1.706493015,47,4.653846154,1.655467654,52
I786,Soldiers 5,3,Wikipedia,4.913793103,0.941899588,58,4.976744186,1.224518799,43,3.346938776,1.665220461,49,3.433962264,1.46115647,53
I787,Soldiers 6,3,Pixabay,3.964912281,0.962973673,57,4.235294118,1.031275624,51,2.897959184,1.673878953,49,3.909090909,1.613286584,55
I788,Soldiers 7,3,Pixabay,3,1.213953957,58,2.093023256,0.971350397,43,4.265306122,1.717259326,49,3.886792453,1.977375663,53
I789,Soldiers 8,3,Pixabay,2.614035088,1.191553397,57,2.392156863,1.217841227,51,3.346938776,1.702339327,49,4.454545455,1.686747712,55
I790,Soldiers 9,3,Pixabay,3.886363636,1.297867824,44,3.155172414,1.361136318,58,4.340425532,1.578064248,47,4.961538462,1.371438896,52
I791,Soldiers 10,4,Pixabay,2.862068966,1.480259293,58,2.255813953,1.156617055,43,4.367346939,1.889597373,49,4,1.829249531,53
I792,Soup 1,2,Pixabay,4.982758621,0.964117255,58,5.139534884,0.914991422,43,3.040816327,1.471382339,49,2.962264151,1.73163178,53
I793,Spider 1,1,Pixabay,3.068181818,1.169331498,44,3.068965517,1.684418469,58,3.765957447,1.879092819,47,4.326923077,1.90686226,52
I794,Spider 2,1,Pixabay,3.355555556,1.50989999,45,2.571428571,1.233725221,56,4.693877551,1.981204196,49,4.711538462,1.91317966,52
I795,Statue 1,2,Pixabay,5.157894737,1.17700397,57,5.529411765,1.119873942,51,2.775510204,1.661642086,49,2.836363636,1.618911801,55
I796,Statue 2,2,Pixabay,5.066666667,1.404538099,45,5.035714286,1.334361076,56,3.326530612,1.463269101,49,3.403846154,1.524436449,52
I797,Stingray 1,1,Pixabay,4.293103448,1.076195715,58,4.88372093,1.11716696,43,3.775510204,1.597723721,49,3.358490566,1.58228583,53
I798,Stingray 2,1,Pixabay,4.431818182,1.108061943,44,5,1.076055174,58,3.70212766,1.531053823,47,3.788461538,1.730199336,52
I799,Stingray 3,1,Pixabay,4.413793103,1.139936637,58,4.697674419,1.263684781,43,4.224489796,1.544685865,49,3.943396226,1.703109084,53
I800,Storage 1,2,Pixabay,4.155555556,0.705676837,45,3.910714286,0.769339403,56,2.142857143,1.338531534,49,1.903846154,1.30248052,52
I801,Storage 2,2,Pixabay,4.068965517,0.697415504,58,3.930232558,0.632280409,43,2.489795918,1.401226382,49,2.037735849,1.372284229,53
I802,Storage 3,2,Pixabay,3.886363636,1.039138934,44,3.568965517,1.201053178,58,2.659574468,1.433702955,47,2.442307692,1.589345179,52
I803,Street 1,4,Pixabay,4.688888889,0.900056115,45,4.446428571,1.007600983,56,2.836734694,1.57251045,49,2.5,1.379115943,52
I804,Street 2,4,Pixabay,4.631578947,1.189711534,57,4.588235294,1.080304968,51,3.204081633,1.814060728,49,3.127272727,1.656128299,55
I805,Street 3,4,Pixabay,5.022727273,0.952075734,44,5.086206897,0.941899588,58,3.595744681,1.637330469,47,3.038461538,1.748518011,52
I806,Street 4,4,Pixabay,4.863636364,0.929888943,44,4.896551724,0.930754366,58,2.872340426,1.377095577,47,2.596153846,1.287338269,52
I807,Street 5,4,Pixabay,4.113636364,0.784023881,44,4,1.025978352,58,2.340425532,1.220773022,47,2.173076923,1.396369998,52
I808,Sun 1,2,Pixabay,4.534482759,1.217064591,58,4.255813953,1.528974497,43,4.448979592,1.82644035,49,4.547169811,1.907132743,53
I809,Sunflower 1,4,Pixabay,5.586206897,1.076617229,58,6.255813953,0.953515382,43,3.714285714,1.732050808,49,3.943396226,1.833608195,53
I810,Sunset 1,4,Pixabay,6,1,45,6.107142857,1.073288429,56,3.775510204,1.817339013,49,3.769230769,1.92624174,52
I811,Sunset 2,4,Pixabay,5.75,1.059288923,44,6.206896552,0.913036589,58,3.957446809,1.614572858,47,4.326923077,1.844133824,52
I812,Sunset 3,4,Pixabay,5.964912281,1.034492841,57,6.294117647,0.900979859,51,3.755102041,1.785714286,49,3.672727273,2.037196198,55
I813,Sunset 4,4,Pixabay,5.772727273,1.008421201,44,6.362068966,0.911876336,58,4.191489362,1.676413069,47,4.403846154,2.002543631,52
I814,Sunset 5,4,Pixabay,5.807017544,1.201763533,57,5.960784314,1.038475504,51,3.571428571,1.71998062,49,3.509090909,2.035542764,55
I815,Sunset 6,4,Pixabay,5.719298246,1.030852386,57,5.921568627,1.055331934,51,3.346938776,1.738665921,49,3.309090909,1.961412258,55
I816,Surgery 1,3,Pixabay,3.159090909,0.887724602,44,2.724137931,1.281352129,58,4.127659574,1.764591605,47,4.730769231,1.77250664,52
I817,Surgery 2,3,Pixabay,3.929824561,1.399740398,57,4.078431373,1.092577453,51,3.306122449,1.622807259,49,4.090909091,1.868577665,55
I818,Surgery 3,3,Wikipedia,3.526315789,1.415542086,57,3.843137255,1.347182972,51,3.387755102,1.668536366,49,4.381818182,1.779418435,55
I819,Surgery 4,3,Wikipedia,3.517241379,1.188266898,58,3.441860465,1.201235982,43,3.87755102,1.821545281,49,3.924528302,1.930016507,53
I820,Surgery 5,3,Wikipedia,3.888888889,1.510903135,45,4.107142857,1.410075065,56,4.265306122,1.765119333,49,4.076923077,1.631144838,52
I821,Surprise 1,3,Pixabay,4.613636364,0.993371265,44,4.74137931,1.207583419,58,4.212765957,1.413232038,47,3.980769231,1.626862548,52
I822,Surprise 2,3,Pixabay,5.068181818,1.189053313,44,5.465517241,1.142719398,58,3.489361702,1.666450803,47,3.865384615,1.771549075,52
I823,Swimming 1,3,Pixabay,5.068965517,0.933998553,58,5.046511628,1.111701578,43,3.591836735,1.657286529,49,3.660377358,1.580450231,53
I824,Swingset 1,2,Pixabay,4.295454545,0.701478354,44,4.327586207,0.758297517,58,2.808510638,1.555331614,47,2.615384615,1.510146677,52
I825,Thunderstorm 1,4,Pixabay,3.368421053,1.39682777,57,2.941176471,1.287039466,51,4.326530612,1.818742183,49,4.745454545,1.723671596,55
I826,Thunderstorm 2,4,Pixabay,5.263157895,1.356549138,57,4.823529412,1.4792685,51,4.428571429,1.658312395,49,4.654545455,1.766123416,55
I827,Thunderstorm 3,4,Pixabay,4.120689655,1.257644501,58,3.744186047,1.398860476,43,4.918367347,1.565736444,49,4.452830189,1.89702234,53
I828,Thunderstorm 4,4,Pixabay,3.568965517,1.326015916,58,3.279069767,1.485254209,43,4.591836735,1.694579192,49,4.679245283,1.816310556,53
I829,Thunderstorm 5,4,Pixabay,4.706896552,1.169924584,58,4.813953488,1.435200566,43,4.612244898,1.765601013,49,4.433962264,1.865779214,53
I830,Thunderstorm 6,4,Pixabay,4.596491228,1.437503405,57,4.411764706,1.388185443,51,4.448979592,1.837811476,49,4.563636364,1.782254465,55
I831,Thunderstorm 7,4,Pixabay,4.431034483,1.027892905,58,4.558139535,1.368042146,43,4.204081633,1.485760073,49,4.094339623,1.953932435,53
I832,Thunderstorm 8,4,Pixabay,4.613636364,1.297867824,44,4.189655172,1.394939432,58,4.723404255,1.702965797,47,4.769230769,1.986378956,52
I833,Thunderstorm 9,4,Pixabay,4.75,1.01443076,44,4.5,1.392334906,58,4.659574468,1.306781572,47,4.807692308,1.508647772,52
I834,Thunderstorm 10,4,Pixabay,4.293103448,1.076195715,58,4.465116279,1.33361016,43,4.489795918,1.515509389,49,4.320754717,1.858179267,53
I835,Thunderstorm 11,4,Pixabay,4.035087719,1.647128587,57,3.843137255,1.474754882,51,4.204081633,1.731805318,49,4.6,1.727768846,55
I836,Tickling 1,3,Wikipedia,5.25,1.383036767,44,5.448275862,1.172378207,58,3.893617021,1.402389925,47,3.923076923,1.802461866,52
I837,Tiger 1,1,Pixabay,4.75862069,1.341776053,58,4.720930233,1.452839279,43,4.979591837,1.435992629,49,4.830188679,1.729115481,53
I838,Tiger 2,1,Pixabay,5.288888889,1.198905225,45,5.482142857,1.128008243,56,4.408163265,1.644667739,49,4.384615385,1.416345008,52
I839,Timber 1,2,Pixabay,3.75862069,0.884770658,58,3.930232558,1.261053015,43,2.836734694,1.662665265,49,2.509433962,1.705451006,53
I840,Timber 2,2,Pixabay,4.333333333,1.022474716,45,4.339285714,0.995933289,56,2.081632653,1.366820134,49,2.134615385,1.54702556,52
I841,Timber 3,2,Pixabay,4.052631579,0.854004279,57,4.196078431,0.775102776,51,2.183673469,1.409395104,49,2.381818182,1.810370425,55
I842,Timber 4,2,Pixabay,4.272727273,0.694283514,44,4.327586207,0.758297517,58,2.510638298,1.283208283,47,2.019230769,1.378979228,52
I843,Toast 1,3,Pixabay,4.603448276,1.296955344,58,5.069767442,1.242028848,43,3.836734694,1.598787806,49,3.566037736,1.43459233,53
I844,Toilet 1,2,Pixabay,3.931818182,0.789398572,44,3.706896552,0.878767492,58,2.574468085,1.556817837,47,2.153846154,1.391636297,52
I845,Toilet 2,2,Pixabay,3.771929825,1.052506258,57,3.509803922,0.833607798,51,2.367346939,1.364640941,49,2.218181818,1.370197459,55
I846,Toilet 3,2,Pixabay,3.888888889,0.934739201,45,3.803571429,0.795890419,56,2.551020408,1.225785879,49,2.192307692,1.328989909,52
I847,Toilet 4,2,Pixabay,2.74137931,1.291814239,58,2.255813953,1.048650454,43,3.224489796,1.817339013,49,3.132075472,1.721333739,53
I848,Tornado 1,4,Pixabay,2.340909091,0.963114662,44,1.913793103,1.188903118,58,4.893617021,1.890871004,47,5.269230769,1.931324696,52
I849,Tornado 2,4,Pixabay,4.088888889,1.39515757,45,3.107142857,1.384046392,56,4.571428571,1.814295088,49,4.865384615,1.534298667,52
I850,Tornado 3,4,Pixabay,2.862068966,1.191317653,58,2.395348837,1.23711521,43,4.714285714,1.744037461,49,4.641509434,1.971863036,53
I851,Tornado 4,4,Pixabay,2.777777778,1.535768817,45,2.660714286,1.210210886,56,5.102040816,1.648798779,49,5.173076923,1.677079088,52
I852,Tornado 5,4,Pixabay,3.403508772,1.635102106,57,3.078431373,1.246485255,51,4.06122449,1.795923199,49,4.472727273,1.844456614,55
I853,Torture chamber 1,2,Wikipedia,3.681818182,1.136553895,44,3.120689655,1.364687307,58,3.340425532,1.632237671,47,3.134615385,1.726708829,52
I854,Traffic 1,4,Pixabay,4.706896552,1.043082824,58,4.511627907,1.241582957,43,4.081632653,1.681228899,49,4.396226415,1.735817505,53
I855,Tumor 1,3,Wikipedia,1.477272727,0.848764803,44,1.344827586,0.608470159,58,4.574468085,2.338195894,47,5.403846154,2.031705701,52
I856,Volcano 1,4,Pixabay,3.862068966,1.146287308,58,3.604651163,1.329868144,43,3.897959184,1.673878953,49,4.075471698,1.696705593,53
I857,Volcano 2,4,Pixabay,2.863636364,1.440137414,44,2.465517241,1.613707915,58,5.127659574,1.689057124,47,5.346153846,1.619545027,52
I858,Volcano 3,4,Pixabay,4.561403509,1.451815906,57,4.196078431,1.549446454,51,3.918367347,1.668791163,49,4.181818182,1.733022505,55
I859,Wall 1,2,Pixabay,4.111111111,0.681649811,45,4.053571429,0.519427757,56,1.775510204,1.177308125,49,1.826923077,1.294349013,52
I860,Wall 2,2,Pixabay,4.022727273,0.263132857,44,4.034482759,0.620286217,58,1.680851064,1.181494687,47,1.634615385,1.172041058,52
I861,Wall 3,2,Pixabay,4.045454545,0.301511345,44,4.068965517,0.557628719,58,1.936170213,1.325408146,47,1.692307692,1.291578477,52
I862,Wall 4,2,Pixabay,4.017241379,0.545841675,58,3.953488372,0.433890944,43,2.204081633,1.499716527,49,1.509433962,1.011903034,53
I863,Wall 5,2,Pixabay,3.948275862,0.54362054,58,4.046511628,0.375023071,43,2.040816327,1.485473882,49,1.679245283,1.139729808,53
I864,War 1,3,Pixabay,1.824561404,1.211887651,57,1.68627451,1.36367439,51,4.448979592,1.969149822,49,5.490909091,1.913622968,55
I865,War 2 ,4,Pixabay,2.810344828,1.561116296,58,1.837209302,1.27111186,43,4.836734694,1.598787806,49,4.339622642,2.102593602,53
I866,War 3,3,Pixabay,3.526315789,1.571001309,57,3.392156863,1.5372499,51,3.795918367,1.914632165,49,4.763636364,1.720934677,55
I867,War 4,3,Pixabay,3.133333333,1.516575089,45,2.875,1.251362893,56,4.530612245,1.792368554,49,5.019230769,1.552864331,52
I868,War 5,4,Pixabay,2.74137931,1.62826293,58,2.069767442,1.07781412,43,4.469387755,2.132115937,49,4.320754717,2.225495493,53
I869,War 6,3,Pixabay,1.644444444,1.151196128,45,1.196428571,0.519427757,56,4.673469388,2.045195132,49,5.346153846,2.056883378,52
I870,War 7,3,Pixabay,3.413793103,1.747524392,58,2.860465116,1.820274644,43,4.346938776,1.797579627,49,4.150943396,2.041833889,53
I871,War 8,4,Pixabay,1.977272727,0.927327652,44,1.517241379,0.941096399,58,4.936170213,1.810647918,47,5.423076923,1.625123269,52
I872,Waterfall 1,4,Pixabay,5.533333333,0.894427191,45,5.357142857,1.327041432,56,3.857142857,1.513825177,49,4.153846154,1.613480167,52
I873,Weapon 1,2,Wikipedia,3.210526316,1.410886779,57,2.431372549,1.237010945,51,3.816326531,1.703837206,49,3.781818182,1.852834756,55
I874,Wedding 1,3,Pixabay,5.465517241,1.187885003,58,5.953488372,1.068008569,43,3.918367347,1.578986155,49,4.301886792,1.588236875,53
I875,Wedding 2,3,Pixabay,5.466666667,1.324592562,45,6.053571429,0.961431562,56,3.755102041,1.534744988,49,3.923076923,1.724632997,52
I876,Wedding 3,3,Pixabay,5.244444444,1.50989999,45,6.232142857,0.894245674,56,3.755102041,1.57494196,49,4.442307692,1.625935164,52
I877,Wedding 4,2,Pixabay,5.631578947,0.937922837,57,6.019607843,1.029372548,51,3.020408163,1.63922995,49,3.2,1.603237465,55
I878,Wedding 5,3,Pixabay,5.659090909,1.218904995,44,5.793103448,1.280879915,58,4.127659574,1.555034199,47,4.25,1.73629084,52
I879,Wedding 6,3,Pixabay,5.724137931,0.987520436,58,6.372093023,0.873505685,43,4.081632653,1.304427312,49,3.79245283,1.724913494,53
I880,Wedding 7,2,Pixabay,5.136363636,1.153173762,44,5.396551724,1.269613219,58,3.234042553,1.386468237,47,3.269230769,1.727691247,52
I881,Wedding 8,2,Pixabay,5.636363636,1.101603674,44,5.620689655,1.136747996,58,3.617021277,1.581869993,47,4.038461538,1.644498117,52
I882,Wedding 9,3,Pixabay,5.613636364,1.224097372,44,5.879310345,1.170958315,58,3.85106383,1.587707171,47,4.192307692,1.52158923,52
I883,Wedding 10,3,Pixabay,5.727272727,1.188386367,44,5.844827586,1.105039876,58,4.170212766,1.536783045,47,4.153846154,1.696416239,52
I884,Wedding 11,2,Pixabay,4.909090909,1.177663864,44,5.103448276,1.103259209,58,3.382978723,1.525909444,47,3.596153846,1.549947695,52
I885,Wedding 12,4,Pixabay,4.789473684,0.939924809,57,5.019607843,1.122322522,51,2.489795918,1.595859865,49,2.509090909,1.476641927,55
I886,Wedding ring 1,2,Pixabay,5.2,1.099586699,45,6.214285714,0.966987557,56,3.428571429,1.707825128,49,3.884615385,1.628831485,52
I887,Windmill 1,2,Pixabay,3.210526316,1.543845409,57,3.117647059,1.491939125,51,2.612244898,1.578716865,49,2.472727273,1.513574937,55
I888,Wolf 1,1,Pixabay,5.224137931,1.076757697,58,5.76744186,1.087531265,43,4.265306122,1.578178145,49,4.283018868,1.633511537,53
I889,Wolf 2,1,Flickr/Tambako The Jaguar,2.795454545,1.069221526,44,3.310344828,1.489223235,58,4.489361702,1.666450803,47,4.826923077,1.605397194,52
I890,Woods 1,4,Pixabay,3.711111111,1.198905225,45,3.803571429,1.313145327,56,3,1.369306394,49,3.326923077,1.617564786,52
I891,Yarn 1,2,Pixabay,2.111111111,1.401658469,45,3.017857143,1.407655322,56,1.87755102,1.166059123,49,1.865384615,1.358038467,52
I892,Yarn 2,2,Pixabay,4.103448276,0.484483997,58,4.11627907,0.390927001,43,2.163265306,1.389648318,49,2.188679245,1.428509225,53
I893,Yarn 3,2,Pixabay,4.111111111,0.382706998,45,4.464285714,0.852041094,56,1.795918367,1.040424429,49,2.076923077,1.519109051,52
I894,Yarn 4,2,Pixabay,4.192982456,0.515426193,57,4.215686275,0.502542555,51,2.040816327,1.306381511,49,1.927272727,1.331311599,55
I895,Yoga 1,3,Pixabay,5.596491228,1.147351751,57,5.529411765,0.966497619,51,3.612244898,1.617821665,49,3.345454545,1.624102964,55
I896,Yoga 2,3,Pixabay,2.719298246,1.532439535,57,3.509803922,1.433492923,51,3.142857143,1.620185175,49,3.109090909,1.606384568,55
I897,Yoga 3,3,Pixabay,5.295454545,0.878146713,44,5.637931034,0.985834331,58,4.063829787,1.22304423,47,3.230769231,1.591834367,52
I898,Yoga 4,3,Pixabay,5.577777778,1.033284456,45,5.839285714,0.986763041,56,4.428571429,1.695582496,49,3.576923077,1.892670629,52
I899,Yoga 5,3,Pixabay,3.622222222,1.496797929,45,3.285714286,1.55755386,56,3.387755102,1.591858538,49,3.211538462,1.807788579,52
I900,Zebra 1,1,Pixabay,5.578947368,0.96264829,57,6.058823529,0.903587621,51,3.306122449,1.543859903,49,3.8,1.725623881,55
